video_path,output 0,output 1,flag,username,timestamp
C:\Users\prath\Downloads\SIH-DB\flagged\video_path\9dfe930b81354f54bf544d4d73abf6b761802922\tmptnzuqu9s.mp4,,,,,2023-11-01 12:56:44.480435
